event,fighter_1,fighter_2,result,method,round,time
UFC 300: Pereira vs. Hill,Deiveson Figueiredo,Cody Garbrandt,win,"SUB

      

        Rear Naked Choke",2,4:02
UFC Fight Night: Allen vs. Curtis 2,Brendan Allen,Chris Curtis,win,S-DEC,5,5:00
UFC Fight Night: Allen vs. Curtis 2,Damon Jackson,Alexander Hernandez,win,S-DEC,3,5:00
UFC Fight Night: Allen vs. Curtis 2,Chepe Mariscal,Morgan Charriere,win,S-DEC,3,5:00
UFC Fight Night: Allen vs. Curtis 2,Ignacio Bahamondes,Christos Giagos,win,"KO/TKO

      

        Kick",1,3:34
UFC Fight Night: Allen vs. Curtis 2,Charlie Campbell,Trevor Peek,win,U-DEC,3,5:00
UFC Fight Night: Allen vs. Curtis 2,Alex Morono,Court McGee,win,U-DEC,3,5:00
UFC Fight Night: Allen vs. Curtis 2,Lukasz Brzeski,Valter Walker,win,U-DEC,3,5:00
UFC Fight Night: Allen vs. Curtis 2,Norma Dumont,Germaine de Randamie,win,U-DEC,3,5:00
UFC Fight Night: Allen vs. Curtis 2,Victor Hugo,Pedro Falcao,win,U-DEC,3,5:00
UFC Fight Night: Allen vs. Curtis 2,Jean Matsumoto,Dan Argueta,win,"SUB

      

        Guillotine Choke",2,4:59
UFC Fight Night: Allen vs. Curtis 2,Cesar Almeida,Dylan Budka,win,"KO/TKO

      

        Elbows",2,2:13
UFC Fight Night: Allen vs. Curtis 2,Nora Cornolle,Melissa Mullins,win,"KO/TKO

      

        Knee",2,3:06
UFC Fight Night: Blanchfield vs. Fiorot,Manon Fiorot,Erin Blanchfield,win,U-DEC,5,5:00
UFC Fight Night: Blanchfield vs. Fiorot,Joaquin Buckley,Vicente Luque,win,"KO/TKO

      

        Punches",2,3:17
UFC Fight Night: Blanchfield vs. Fiorot,Chris Weidman,Bruno Silva,win,U-DEC,3,2:18
UFC Fight Night: Blanchfield vs. Fiorot,Nursulton Ruziboev,Sedriques Dumas,win,"KO/TKO

      

        Punch",1,3:18
UFC Fight Night: Blanchfield vs. Fiorot,Kyle Nelson,Bill Algeo,win,"KO/TKO

      

        Punches",1,4:00
UFC Fight Night: Blanchfield vs. Fiorot,Chidi Njokuani,Rhys McKee,win,S-DEC,3,5:00
UFC Fight Night: Blanchfield vs. Fiorot,Nate Landwehr,Jamall Emmers,win,"KO/TKO

      

        Punch",1,4:43
UFC Fight Night: Blanchfield vs. Fiorot,Virna Jandiroba,Loopy Godinez,win,U-DEC,3,5:00
UFC Fight Night: Blanchfield vs. Fiorot,Julio Arce,Herbert Burns,win,"KO/TKO

      

        Punch",2,2:00
UFC Fight Night: Blanchfield vs. Fiorot,Dennis Buzukja,Connor Matthews,win,"KO/TKO

      

        Punch",3,0:22
UFC Fight Night: Blanchfield vs. Fiorot,Ibo Aslan,Anton Turkalj,win,"KO/TKO

      

        Punch",3,1:32
UFC Fight Night: Blanchfield vs. Fiorot,Jacob Malkoun,Andre Petroski,win,"KO/TKO

      

        Kick",2,0:39
UFC Fight Night: Blanchfield vs. Fiorot,Caolan Loughran,Angel Pacheco,win,U-DEC,3,5:00
UFC Fight Night: Ribas vs. Namajunas,Rose Namajunas,Amanda Ribas,win,U-DEC,5,5:00
UFC Fight Night: Ribas vs. Namajunas,Karl Williams,Justin Tafa,win,U-DEC,3,5:00
UFC Fight Night: Ribas vs. Namajunas,Edmen Shahbazyan,AJ Dobson,win,"KO/TKO

      

        Punches",1,4:33
UFC Fight Night: Ribas vs. Namajunas,Payton Talbott,Cameron Saaiman,win,"KO/TKO

      

        Punches",2,0:21
UFC Fight Night: Ribas vs. Namajunas,Youssef Zalal,Billy Quarantillo,win,"SUB

      

        Rear Naked Choke",2,1:50
UFC Fight Night: Ribas vs. Namajunas,Fernando Padilla,Luis Pajuelo,win,"SUB

      

        D'Arce Choke",1,2:45
UFC Fight Night: Ribas vs. Namajunas,Trey Ogden,Kurt Holobaugh,win,U-DEC,3,5:00
UFC Fight Night: Ribas vs. Namajunas,Julian Erosa,Ricardo Ramos,win,"SUB

      

        Guillotine Choke",1,2:15
UFC Fight Night: Ribas vs. Namajunas,Miles Johns,Cody Gibson,win,U-DEC,3,5:00
UFC Fight Night: Ribas vs. Namajunas,Jarno Errens,Steven Nguyen,win,U-DEC,3,5:00
UFC Fight Night: Ribas vs. Namajunas,Daria Zhelezniakova,Montserrat Rendon,win,U-DEC,3,5:00
UFC Fight Night: Ribas vs. Namajunas,Andre Lima,Igor Severino,win,DQ,2,2:52
UFC Fight Night: Ribas vs. Namajunas,Mick Parkin,Mohammed Usman,win,U-DEC,3,5:00
UFC Fight Night: Tuivasa vs. Tybura,Marcin Tybura,Tai Tuivasa,win,"SUB

      

        Rear Naked Choke",1,4:08
UFC Fight Night: Tuivasa vs. Tybura,Bryan Battle,Ange Loosa,nc,CNC,2,1:00
UFC Fight Night: Tuivasa vs. Tybura,Ovince Saint Preux,Kennedy Nzechukwu,win,S-DEC,3,5:00
UFC Fight Night: Tuivasa vs. Tybura,Christian Rodriguez,Isaac Dulgarian,win,S-DEC,3,5:00
UFC Fight Night: Tuivasa vs. Tybura,Macy Chiasson,Pannie Kianzad,win,"SUB

      

        Rear Naked Choke",1,3:54
UFC Fight Night: Tuivasa vs. Tybura,Gerald Meerschaert,Bryan Barberena,win,"SUB

      

        Rear Naked Choke",2,4:23
UFC Fight Night: Tuivasa vs. Tybura,Mike Davis,Natan Levy,win,"SUB

      

        Arm Triangle",2,1:43
UFC Fight Night: Tuivasa vs. Tybura,Chelsea Chandler,Josiane Nunes,win,U-DEC,3,5:00
UFC Fight Night: Tuivasa vs. Tybura,Jafel Filho,Ode Osbourne,win,"SUB

      

        Rear Naked Choke",1,4:27
UFC Fight Night: Tuivasa vs. Tybura,Danny Silva,Josh Culibao,win,S-DEC,3,5:00
UFC Fight Night: Tuivasa vs. Tybura,Jaqueline Amorim,Cory McKenna,win,"SUB

      

        Armbar",1,1:38
UFC Fight Night: Tuivasa vs. Tybura,Thiago Moises,Mitch Ramirez,win,"KO/TKO

      

        Kick",3,0:15
UFC Fight Night: Tuivasa vs. Tybura,Chad Anheliger,Charalampos Grigoriou,win,U-DEC,3,5:00
UFC 299: O'Malley vs. Vera 2,Sean O'Malley,Marlon Vera,win,U-DEC,5,5:00
UFC 299: O'Malley vs. Vera 2,Dustin Poirier,Benoit Saint Denis,win,"KO/TKO

      

        Punch",2,2:32
UFC 299: O'Malley vs. Vera 2,Michael Page,Kevin Holland,win,U-DEC,3,5:00
UFC 299: O'Malley vs. Vera 2,Jack Della Maddalena,Gilbert Burns,win,"KO/TKO

      

        Elbows",3,3:43
UFC 299: O'Malley vs. Vera 2,Petr Yan,Song Yadong,win,U-DEC,3,5:00
UFC 299: O'Malley vs. Vera 2,Curtis Blaydes,Jailton Almeida,win,"KO/TKO

      

        Punches",2,0:36
UFC 299: O'Malley vs. Vera 2,Maycee Barber,Katlyn Cerminara,win,U-DEC,3,5:00
UFC 299: O'Malley vs. Vera 2,Mateusz Gamrot,Rafael Dos Anjos,win,U-DEC,3,5:00
UFC 299: O'Malley vs. Vera 2,Kyler Phillips,Pedro Munhoz,win,U-DEC,3,5:00
UFC 299: O'Malley vs. Vera 2,Philipe Lins,Ion Cutelaba,win,U-DEC,3,5:00
UFC 299: O'Malley vs. Vera 2,Michel Pereira,Michal Oleksiejczuk,win,"SUB

      

        Rear Naked Choke",1,1:01
UFC 299: O'Malley vs. Vera 2,Robelis Despaigne,Josh Parisian,win,"KO/TKO

      

        Punch",1,0:18
UFC 299: O'Malley vs. Vera 2,Asu Almabayev,CJ Vergara,win,U-DEC,3,5:00
UFC 299: O'Malley vs. Vera 2,Joanne Wood,Maryna Moroz,win,S-DEC,3,5:00
UFC Fight Night: Rozenstruik vs. Gaziev,Jairzinho Rozenstruik,Shamil Gaziev,win,KO/TKO,4,5:00
UFC Fight Night: Rozenstruik vs. Gaziev,Vitor Petrino,Tyson Pedro,win,U-DEC,3,5:00
UFC Fight Night: Rozenstruik vs. Gaziev,Muhammad Mokaev,Alex Perez,win,U-DEC,3,5:00
UFC Fight Night: Rozenstruik vs. Gaziev,Umar Nurmagomedov,Bekzat Almakhan,win,U-DEC,3,5:00
UFC Fight Night: Rozenstruik vs. Gaziev,Steve Erceg,Matt Schnell,win,"KO/TKO

      

        Punch",2,0:26
UFC Fight Night: Rozenstruik vs. Gaziev,Eryk Anders,Jamie Pickett,win,U-DEC,3,5:00
UFC Fight Night: Rozenstruik vs. Gaziev,Vinicius Oliveira,Benardo Sopaj,win,"KO/TKO

      

        Flying Knee",3,4:41
UFC Fight Night: Rozenstruik vs. Gaziev,Aiemann Zahabi,Javid Basharat,win,U-DEC,3,5:00
UFC Fight Night: Rozenstruik vs. Gaziev,Christian Leroy Duncan,Claudio Ribeiro,win,"KO/TKO

      

        Punches",2,1:57
UFC Fight Night: Rozenstruik vs. Gaziev,Ludovit Klein,AJ Cunningham,win,"KO/TKO

      

        Kick",1,4:36
UFC Fight Night: Rozenstruik vs. Gaziev,Loik Radzhabov,Abdul-Kareem Al-Selwady,win,"KO/TKO

      

        Punch",3,0:49
UFC Fight Night: Moreno vs. Royval 2,Brandon Royval,Brandon Moreno,win,S-DEC,5,5:00
UFC Fight Night: Moreno vs. Royval 2,Brian Ortega,Yair Rodriguez,win,"SUB

      

        Arm Triangle",3,0:58
UFC Fight Night: Moreno vs. Royval 2,Daniel Zellhuber,Francisco Prado,win,U-DEC,3,5:00
UFC Fight Night: Moreno vs. Royval 2,Yazmin Jauregui,Sam Hughes,win,U-DEC,3,5:00
UFC Fight Night: Moreno vs. Royval 2,Manuel Torres,Chris Duncan,win,"SUB

      

        Rear Naked Choke",1,1:46
UFC Fight Night: Moreno vs. Royval 2,Raoni Barcelos,Cristian Quinonez,win,"SUB

      

        Rear Naked Choke",3,2:04
UFC Fight Night: Moreno vs. Royval 2,Jesus Aguilar,Mateus Mendonca,win,S-DEC,3,5:00
UFC Fight Night: Moreno vs. Royval 2,Edgar Chairez,Daniel Lacerda,win,"SUB

      

        Triangle Choke",1,2:17
UFC Fight Night: Moreno vs. Royval 2,Fares Ziam,Claudio Puelles,win,S-DEC,3,5:00
UFC Fight Night: Moreno vs. Royval 2,Ronaldo Rodriguez,Denys Bondar,win,"SUB

      

        Rear Naked Choke",2,4:59
UFC Fight Night: Moreno vs. Royval 2,Felipe dos Santos,Victor Altamirano,win,S-DEC,3,5:00
UFC Fight Night: Moreno vs. Royval 2,Muhammad Naimov,Erik Silva,win,KO/TKO,1,0:44
UFC 298: Volkanovski vs. Topuria,Ilia Topuria,Alexander Volkanovski,win,"KO/TKO

      

        Punch",2,3:32
UFC 298: Volkanovski vs. Topuria,Robert Whittaker,Paulo Costa,win,U-DEC,3,5:00
UFC 298: Volkanovski vs. Topuria,Ian Machado Garry,Geoff Neal,win,S-DEC,3,5:00
UFC 298: Volkanovski vs. Topuria,Merab Dvalishvili,Henry Cejudo,win,U-DEC,3,5:00
UFC 298: Volkanovski vs. Topuria,Anthony Hernandez,Roman Kopylov,win,"SUB

      

        Rear Naked Choke",2,3:23
UFC 298: Volkanovski vs. Topuria,Amanda Lemos,Mackenzie Dern,win,U-DEC,3,5:00
UFC 298: Volkanovski vs. Topuria,Marcos Rogerio de Lima,Junior Tafa,win,"KO/TKO

      

        Kick",2,1:14
UFC 298: Volkanovski vs. Topuria,Rinya Nakamura,Carlos Vera,win,U-DEC,3,5:00
UFC 298: Volkanovski vs. Topuria,Zhang Mingyang,Brendson Ribeiro,win,"KO/TKO

      

        Punch",1,1:41
UFC 298: Volkanovski vs. Topuria,Danny Barlow,Josh Quinlan,win,"KO/TKO

      

        Punches",3,1:18
UFC 298: Volkanovski vs. Topuria,Oban Elliott,Val Woodburn,win,U-DEC,3,5:00
UFC 298: Volkanovski vs. Topuria,Miranda Maverick,Andrea Lee,win,U-DEC,3,5:00
UFC Fight Night: Hermansson vs. Pyfer,Jack Hermansson,Joe Pyfer,win,U-DEC,5,5:00
UFC Fight Night: Hermansson vs. Pyfer,Dan Ige,Andre Fili,win,"KO/TKO

      

        Punch",1,2:43
UFC Fight Night: Hermansson vs. Pyfer,Ihor Potieria,Robert Bryczek,win,U-DEC,3,5:00
UFC Fight Night: Hermansson vs. Pyfer,Gregory Rodrigues,Brad Tavares,win,"KO/TKO

      

        Punches",3,0:55
UFC Fight Night: Hermansson vs. Pyfer,Michael Johnson,Darrius Flowers,win,U-DEC,3,5:00
UFC Fight Night: Hermansson vs. Pyfer,Rodolfo Vieira,Armen Petrosyan,win,"SUB

      

        Arm Triangle",1,4:48
UFC Fight Night: Hermansson vs. Pyfer,Carlos Prates,Trevin Giles,win,"KO/TKO

      

        Punch",2,4:03
UFC Fight Night: Hermansson vs. Pyfer,Bolaji Oki,Timmy Cuamba,win,S-DEC,3,5:00
UFC Fight Night: Hermansson vs. Pyfer,Loma Lookboonmee,Bruna Brasil,win,U-DEC,3,5:00
UFC Fight Night: Hermansson vs. Pyfer,Marcin Prachnio,Devin Clark,win,U-DEC,3,5:00
UFC Fight Night: Hermansson vs. Pyfer,Max Griffin,Jeremiah Wells,win,S-DEC,3,5:00
UFC Fight Night: Hermansson vs. Pyfer,Bogdan Guskov,Zac Pauga,win,"KO/TKO

      

        Punches",1,3:38
UFC Fight Night: Hermansson vs. Pyfer,Hyder Amil,Fernie Garcia,win,"KO/TKO

      

        Punches",2,2:12
UFC Fight Night: Hermansson vs. Pyfer,Daniel Marcos,Aoriqileng,nc,CNC,2,3:28
UFC Fight Night: Dolidze vs. Imavov,Nassourdine Imavov,Roman Dolidze,win,M-DEC,5,5:00
UFC Fight Night: Dolidze vs. Imavov,Renato Moicano,Drew Dober,win,U-DEC,3,5:00
UFC Fight Night: Dolidze vs. Imavov,Randy Brown,Muslim Salikhov,win,"KO/TKO

      

        Punch",1,3:17
UFC Fight Night: Dolidze vs. Imavov,Natalia Silva,Viviane Araujo,win,U-DEC,3,5:00
UFC Fight Night: Dolidze vs. Imavov,Aliaskhab Khizriev,Makhmud Muradov,nc,CNC,1,0:11
UFC Fight Night: Dolidze vs. Imavov,Charles Radtke,Gilbert Urbina,win,"KO/TKO

      

        Punch",1,4:47
UFC Fight Night: Dolidze vs. Imavov,Molly McCann,Diana Belbita,win,"SUB

      

        Armbar",1,4:59
UFC Fight Night: Dolidze vs. Imavov,Charles Johnson,Azat Maksum,win,U-DEC,3,5:00
UFC Fight Night: Dolidze vs. Imavov,Themba Gorimbo,Pete Rodriguez,win,"KO/TKO

      

        Punch",1,0:32
UFC Fight Night: Dolidze vs. Imavov,JeongYeong Lee,Blake Bilder,win,U-DEC,3,5:00
UFC Fight Night: Dolidze vs. Imavov,Luana Carolina,Julija Stoliarenko,win,"KO/TKO

      

        Punches",3,4:52
UFC Fight Night: Dolidze vs. Imavov,MarQuel Mederos,Landon Quinones,win,U-DEC,3,5:00
UFC Fight Night: Dolidze vs. Imavov,Jamal Pogues,Thomas Petersen,win,U-DEC,3,5:00
UFC 297: Strickland vs. Du Plessis,Dricus Du Plessis,Sean Strickland,win,S-DEC,5,5:00
UFC 297: Strickland vs. Du Plessis,Raquel Pennington,Mayra Bueno Silva,win,U-DEC,5,5:00
UFC 297: Strickland vs. Du Plessis,Neil Magny,Mike Malott,win,"KO/TKO

      

        Punches",3,4:45
UFC 297: Strickland vs. Du Plessis,Chris Curtis,Marc-Andre Barriault,win,S-DEC,3,5:00
UFC 297: Strickland vs. Du Plessis,Movsar Evloev,Arnold Allen,win,U-DEC,3,5:00
UFC 297: Strickland vs. Du Plessis,Garrett Armfield,Brad Katona,win,U-DEC,3,5:00
UFC 297: Strickland vs. Du Plessis,Sean Woodson,Charles Jourdain,win,S-DEC,3,5:00
UFC 297: Strickland vs. Du Plessis,Ramon Taveras,Serhiy Sidey,win,S-DEC,3,5:00
UFC 297: Strickland vs. Du Plessis,Gillian Robertson,Polyana Viana,win,"KO/TKO

      

        Punches",2,3:12
UFC 297: Strickland vs. Du Plessis,Sam Patterson,Yohan Lainesse,win,"SUB

      

        Rear Naked Choke",1,2:03
UFC 297: Strickland vs. Du Plessis,Jasmine Jasudavicius,Priscila Cachoeira,win,"SUB

      

        Anaconda Choke",3,4:21
UFC 297: Strickland vs. Du Plessis,Jimmy Flick,Malcolm Gordon,win,"SUB

      

        Arm Triangle",2,1:17
UFC Fight Night: Ankalaev vs. Walker 2,Magomed Ankalaev,Johnny Walker,win,"KO/TKO

      

        Punch",2,2:42
UFC Fight Night: Ankalaev vs. Walker 2,Jim Miller,Gabriel Benitez,win,"SUB

      

        Neck Crank",3,3:25
UFC Fight Night: Ankalaev vs. Walker 2,Mario Bautista,Ricky Simon,win,U-DEC,3,5:00
UFC Fight Night: Ankalaev vs. Walker 2,Brunno Ferreira,Phil Hawes,win,"KO/TKO

      

        Punch",1,4:55
UFC Fight Night: Ankalaev vs. Walker 2,Waldo Cortes-Acosta,Andrei Arlovski,win,U-DEC,3,5:00
UFC Fight Night: Ankalaev vs. Walker 2,Preston Parsons,Matthew Semelsberger,win,U-DEC,3,5:00
UFC Fight Night: Ankalaev vs. Walker 2,Marcus McGhee,Gaston Bolanos,win,"KO/TKO

      

        Punches",2,3:29
UFC Fight Night: Ankalaev vs. Walker 2,Farid Basharat,Taylor Lapilus,win,U-DEC,3,5:00
UFC Fight Night: Ankalaev vs. Walker 2,Jean Silva,Westin Wilson,win,"KO/TKO

      

        Punch",1,4:12
UFC Fight Night: Ankalaev vs. Walker 2,Nikolas Motta,Tom Nolan,win,"KO/TKO

      

        Punches",1,1:03
UFC Fight Night: Ankalaev vs. Walker 2,Joshua Van,Felipe Bunes,win,"KO/TKO

      

        Punches",2,4:31
UFC 296: Edwards vs. Covington,Leon Edwards,Colby Covington,win,U-DEC,5,5:00
UFC 296: Edwards vs. Covington,Alexandre Pantoja,Brandon Royval,win,U-DEC,5,5:00
UFC 296: Edwards vs. Covington,Shavkat Rakhmonov,Stephen Thompson,win,"SUB

      

        Rear Naked Choke",2,4:56
UFC 296: Edwards vs. Covington,Paddy Pimblett,Tony Ferguson,win,U-DEC,3,5:00
UFC 296: Edwards vs. Covington,Josh Emmett,Bryce Mitchell,win,"KO/TKO

      

        Punch",1,1:57
UFC 296: Edwards vs. Covington,Alonzo Menifield,Dustin Jacoby,win,U-DEC,3,5:00
UFC 296: Edwards vs. Covington,Irene Aldana,Karol Rosa,win,U-DEC,3,5:00
UFC 296: Edwards vs. Covington,Cody Garbrandt,Brian Kelleher,win,"KO/TKO

      

        Punch",1,3:42
UFC 296: Edwards vs. Covington,Ariane da Silva,Casey O'Neill,win,"SUB

      

        Armbar",2,1:18
UFC 296: Edwards vs. Covington,Tagir Ulanbekov,Cody Durden,win,"SUB

      

        Rear Naked Choke",2,4:25
UFC 296: Edwards vs. Covington,Andre Fili,Lucas Almeida,win,"KO/TKO

      

        Punch",1,3:32
UFC 296: Edwards vs. Covington,Shamil Gaziev,Martin Buday,win,"KO/TKO

      

        Punches",2,0:56
UFC Fight Night: Song vs. Gutierrez,Song Yadong,Chris Gutierrez,win,U-DEC,5,5:00
UFC Fight Night: Song vs. Gutierrez,Khalil Rountree Jr.,Anthony Smith,win,"KO/TKO

      

        Punch",3,0:56
UFC Fight Night: Song vs. Gutierrez,Nasrat Haqparast,Jamie Mullarkey,win,"KO/TKO

      

        Punches",1,1:44
UFC Fight Night: Song vs. Gutierrez,Tim Elliott,Sumudaerji,win,"SUB

      

        Arm Triangle",1,4:02
UFC Fight Night: Song vs. Gutierrez,Andre Muniz,JunYong Park,win,S-DEC,3,5:00
UFC Fight Night: Song vs. Gutierrez,Kevin Jousset,Song Kenan,win,U-DEC,3,5:00
UFC Fight Night: Song vs. Gutierrez,HyunSung Park,Shannon Ross,win,"KO/TKO

      

        Punch",2,3:59
UFC Fight Night: Song vs. Gutierrez,Steve Garcia,Melquizael Costa,win,"KO/TKO

      

        Elbows",2,1:01
UFC Fight Night: Song vs. Gutierrez,Luana Santos,Stephanie Egger,win,U-DEC,3,5:00
UFC Fight Night: Song vs. Gutierrez,Tatsuro Taira,Carlos Hernandez,win,"KO/TKO

      

        Punches",2,0:55
UFC Fight Night: Song vs. Gutierrez,Talita Alencar,Rayanne dos Santos,win,S-DEC,3,5:00
UFC Fight Night: Dariush vs. Tsarukyan,Arman Tsarukyan,Beneil Dariush,win,"KO/TKO

      

        Punch",1,1:04
UFC Fight Night: Dariush vs. Tsarukyan,Jalin Turner,King Green,win,"KO/TKO

      

        Punches",1,2:49
UFC Fight Night: Dariush vs. Tsarukyan,Deiveson Figueiredo,Rob Font,win,U-DEC,3,5:00
UFC Fight Night: Dariush vs. Tsarukyan,Sean Brady,Kelvin Gastelum,win,"SUB

      

        Kimura",3,1:43
UFC Fight Night: Dariush vs. Tsarukyan,Joaquim Silva,Clay Guida,win,U-DEC,3,5:00
UFC Fight Night: Dariush vs. Tsarukyan,Dustin Stoltzfus,Punahele Soriano,win,"SUB

      

        Rear Naked Choke",2,4:10
UFC Fight Night: Dariush vs. Tsarukyan,Miesha Tate,Julia Avila,win,"SUB

      

        Rear Naked Choke",3,1:15
UFC Fight Night: Dariush vs. Tsarukyan,Cody Brundage,Zachary Reese,win,"KO/TKO

      

        Slam",1,1:49
UFC Fight Night: Dariush vs. Tsarukyan,Drakkar Klose,Joe Solecki,win,"KO/TKO

      

        Slam",1,1:41
UFC Fight Night: Dariush vs. Tsarukyan,Rodolfo Bellato,Ihor Potieria,win,"KO/TKO

      

        Punches",2,4:17
UFC Fight Night: Dariush vs. Tsarukyan,Jared Gooden,Wellington Turman,win,"SUB

      

        Rear Naked Choke",2,1:11
UFC Fight Night: Dariush vs. Tsarukyan,Veronica Hardy,Jamey-Lyn Horth,win,S-DEC,3,5:00
UFC Fight Night: Allen vs. Craig,Brendan Allen,Paul Craig,win,"SUB

      

        Rear Naked Choke",3,0:38
UFC Fight Night: Allen vs. Craig,Michael Morales,Jake Matthews,win,U-DEC,3,5:00
UFC Fight Night: Allen vs. Craig,Chase Hooper,Jordan Leavitt,win,"SUB

      

        Rear Naked Choke",1,2:58
UFC Fight Night: Allen vs. Craig,Payton Talbott,Nick Aguirre,win,"SUB

      

        Rear Naked Choke",3,0:58
UFC Fight Night: Allen vs. Craig,Amanda Ribas,Luana Pinheiro,win,"KO/TKO

      

        Punches",3,3:53
UFC Fight Night: Allen vs. Craig,Myktybek Orolbai,Uros Medic,win,"SUB

      

        Neck Crank",2,4:12
UFC Fight Night: Allen vs. Craig,Joanderson Brito,Jonathan Pearce,win,"SUB

      

        Guillotine Choke",2,3:54
UFC Fight Night: Allen vs. Craig,Jose Johnson,Chad Anheliger,win,"SUB

      

        Rear Naked Choke",3,4:49
UFC Fight Night: Allen vs. Craig,Christian Leroy Duncan,Denis Tiuliulin,win,"KO/TKO

      

        Punches",2,4:24
UFC Fight Night: Allen vs. Craig,Mick Parkin,Caio Machado,win,U-DEC,3,5:00
UFC Fight Night: Allen vs. Craig,Jeka Saragih,Lucas Alexander,win,"KO/TKO

      

        Punch",1,1:31
UFC Fight Night: Allen vs. Craig,Ailin Perez,Lucie Pudilova,win,U-DEC,3,5:00
UFC Fight Night: Allen vs. Craig,Trey Ogden,Nikolas Motta,nc,Overturned,3,3:11
UFC Fight Night: Allen vs. Craig,Rafael Estevam,Charles Johnson,win,U-DEC,3,5:00
UFC 295: Prochazka vs. Pereira,Alex Pereira,Jiri Prochazka,win,"KO/TKO

      

        Elbows",2,4:08
UFC 295: Prochazka vs. Pereira,Tom Aspinall,Sergei Pavlovich,win,"KO/TKO

      

        Punch",1,1:09
UFC 295: Prochazka vs. Pereira,Jessica Andrade,Mackenzie Dern,win,"KO/TKO

      

        Punch",2,3:15
UFC 295: Prochazka vs. Pereira,Benoit Saint Denis,Matt Frevola,win,"KO/TKO

      

        Kick",1,1:31
UFC 295: Prochazka vs. Pereira,Diego Lopes,Pat Sabatini,win,"KO/TKO

      

        Punches",1,1:30
UFC 295: Prochazka vs. Pereira,Steve Erceg,Alessandro Costa,win,U-DEC,3,5:00
UFC 295: Prochazka vs. Pereira,Loopy Godinez,Tabatha Ricci,win,S-DEC,3,5:00
UFC 295: Prochazka vs. Pereira,Mateusz Rebecki,Roosevelt Roberts,win,"SUB

      

        Armbar",1,3:08
UFC 295: Prochazka vs. Pereira,Nazim Sadykhov,Viacheslav Borshchev,draw,M-DEC,3,5:00
UFC 295: Prochazka vs. Pereira,Jared Gordon,Mark Madsen,win,"KO/TKO

      

        Punch",1,4:42
UFC 295: Prochazka vs. Pereira,John Castaneda,Kyung Ho Kang,win,U-DEC,3,5:00
UFC 295: Prochazka vs. Pereira,Joshua Van,Kevin Borjas,win,U-DEC,3,5:00
UFC 295: Prochazka vs. Pereira,Jamall Emmers,Dennis Buzukja,win,"KO/TKO

      

        Punch",1,0:49
UFC Fight Night: Almeida vs. Lewis,Jailton Almeida,Derrick Lewis,win,U-DEC,5,5:00
UFC Fight Night: Almeida vs. Lewis,Nicolas Dalby,Gabriel Bonfim,win,"KO/TKO

      

        Knees",2,4:33
UFC Fight Night: Almeida vs. Lewis,Rodrigo Nascimento,Don'Tale Mayes,win,U-DEC,3,5:00
UFC Fight Night: Almeida vs. Lewis,Caio Borralho,Abus Magomedov,win,U-DEC,3,5:00
UFC Fight Night: Almeida vs. Lewis,Elves Brener,Kaynan Kruschewsky,win,"KO/TKO

      

        Punch",1,4:01
UFC Fight Night: Almeida vs. Lewis,Rinat Fakhretdinov,Elizeu Zaleski dos Santos,draw,M-DEC,3,5:00
UFC Fight Night: Almeida vs. Lewis,Vitor Petrino,Modestas Bukauskas,win,"KO/TKO

      

        Punch",2,1:03
UFC Fight Night: Almeida vs. Lewis,Angela Hill,Denise Gomes,win,U-DEC,3,5:00
UFC Fight Night: Almeida vs. Lewis,Eduarda Moura,Montserrat Conejo Ruiz,win,"KO/TKO

      

        Punches",2,2:14
UFC Fight Night: Almeida vs. Lewis,Marc Diakiese,Kaue Fernandes,win,S-DEC,3,5:00
UFC 294: Makhachev vs. Volkanovski 2,Islam Makhachev,Alexander Volkanovski,win,"KO/TKO

      

        Kick",1,3:06
UFC 294: Makhachev vs. Volkanovski 2,Khamzat Chimaev,Kamaru Usman,win,M-DEC,3,5:00
UFC 294: Makhachev vs. Volkanovski 2,Magomed Ankalaev,Johnny Walker,nc,CNC,1,3:13
UFC 294: Makhachev vs. Volkanovski 2,Ikram Aliskerov,Warlley Alves,win,"KO/TKO

      

        Punches",1,2:07
UFC 294: Makhachev vs. Volkanovski 2,Said Nurmagomedov,Muin Gafurov,win,"SUB

      

        Guillotine Choke",1,1:13
UFC 294: Makhachev vs. Volkanovski 2,Muhammad Mokaev,Tim Elliott,win,"SUB

      

        Arm Triangle",3,3:03
UFC 294: Makhachev vs. Volkanovski 2,Trevor Peek,Mohammad Yahya,win,U-DEC,3,5:00
UFC 294: Makhachev vs. Volkanovski 2,Javid Basharat,Victor Henry,nc,CNC,2,0:15
