event,date,fighter_1,fighter_2,weight,result,method,round,time
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",Benoit Saint Denis,Beneil Dariush,Lightweight,win,"KO/TKO

      

        Punch",1,0:16
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",Bo Nickal,Rodolfo Vieira,Middleweight,win,"KO/TKO

      

        Kick",3,2:24
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",Gregory Rodrigues,Roman Kopylov,Middleweight,win,U-DEC,3,5:00
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",Erin Blanchfield,Tracy Cortez,Women's Flyweight,win,"SUB

      

        Rear Naked Choke",2,4:44
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",Ethyn Ewing,Malcolm Wellmaker,Featherweight,win,U-DEC,3,5:00
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",Kyle Daukaus,Gerald Meerschaert,Middleweight,win,"SUB

      

        D'Arce Choke",1,0:50
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",Pat Sabatini,Chepe Mariscal,Featherweight,win,U-DEC,3,5:00
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",Fatima Kline,Angela Hill,Women's Strawweight,win,U-DEC,3,5:00
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",Baisangur Susurkaev,Eric McConico,Middleweight,win,"KO/TKO

      

        Punch",3,1:38
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",Matheus Camilo,Viacheslav Borshchev,Lightweight,win,U-DEC,3,5:00
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",Gabriel Bonfim,Randy Brown,Welterweight,win,"KO/TKO

      

        Knee",2,1:40
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",Joseph Morales,Matt Schnell,Flyweight,win,"SUB

      

        Guillotine Choke",1,2:54
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",Uros Medic,Muslim Salikhov,Welterweight,win,"KO/TKO

      

        Punch",1,1:03
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",Chris Padilla,Ismael Bonfim,Lightweight,win,"KO/TKO

      

        Punches",2,4:30
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",Christian Leroy Duncan,Marco Tulio,Middleweight,win,"KO/TKO

      

        Punch",2,3:20
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",Jamall Emmers,Hyder Amil,Featherweight,win,U-DEC,3,5:00
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",Raoni Barcelos,Ricky Simon,Bantamweight,win,U-DEC,3,5:00
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",Jacqueline Cavalcanti,Mayra Bueno Silva,Women's Bantamweight,win,U-DEC,3,5:00
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",Josh Hokit,Max Gimenis,Heavyweight,win,"KO/TKO

      

        Punches",1,0:56
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",Denise Gomes,Tecia Pennington,Women's Strawweight,win,U-DEC,3,5:00
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",Daniel Marcos,Miles Johns,Bantamweight,win,"SUB

      

        Rear Naked Choke",2,4:23
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",Zach Reese,Jackson McVey,Catch Weight,win,"SUB

      

        Rear Naked Choke",2,1:38
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",Steve Garcia,David Onama,Featherweight,win,"KO/TKO

      

        Punches",1,3:34
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",Waldo Cortes Acosta,Ante Delija,Heavyweight,win,"KO/TKO

      

        Punch",1,3:59
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",Jeremiah Wells,Themba Gorimbo,Welterweight,win,U-DEC,3,5:00
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",Yadier del Valle,Isaac Dulgarian,Featherweight,win,"SUB

      

        Rear Naked Choke",1,3:41
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",Charles Radtke,Daniel Frunza,Welterweight,win,"SUB

      

        Rear Naked Choke",3,4:29
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",Allan Nascimento,Cody Durden,Catch Weight,win,"SUB

      

        Anaconda Choke",2,3:13
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",Billy Elekana,Kevin Christian,Light Heavyweight,win,"SUB

      

        Rear Naked Choke",1,3:33
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",Timmy Cuamba,ChangHo Lee,Bantamweight,win,U-DEC,3,5:00
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",Donte Johnson,Sedriques Dumas,Middleweight,win,"SUB

      

        Guillotine Choke",2,1:25
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",Norma Dumont,Ketlen Vieira,Women's Bantamweight,win,S-DEC,3,5:00
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",Alice Ardelean,Montserrat Conejo Ruiz,Women's Strawweight,win,U-DEC,3,5:00
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",Seokhyeon Ko,Phil Rowe,Welterweight,win,U-DEC,3,5:00
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",Talita Alencar,Ariane Carnelossi,Women's Strawweight,win,"SUB

      

        Rear Naked Choke",3,4:36
UFC 321: Aspinall vs. Gane,"October 25, 2025",Tom Aspinall,Ciryl Gane,Heavyweight,"nc


nc",CNC,1,4:35
UFC 321: Aspinall vs. Gane,"October 25, 2025",Mackenzie Dern,Virna Jandiroba,Women's Strawweight,win,U-DEC,5,5:00
UFC 321: Aspinall vs. Gane,"October 25, 2025",Umar Nurmagomedov,Mario Bautista,Bantamweight,win,U-DEC,3,5:00
UFC 321: Aspinall vs. Gane,"October 25, 2025",Alexander Volkov,Jailton Almeida,Heavyweight,win,S-DEC,3,5:00
UFC 321: Aspinall vs. Gane,"October 25, 2025",Azamat Murzakanov,Aleksandar Rakic,Light Heavyweight,win,"KO/TKO

      

        Punch",1,3:11
UFC 321: Aspinall vs. Gane,"October 25, 2025",Quillan Salkilld,Nasrat Haqparast,Lightweight,win,"KO/TKO

      

        Kick",1,2:30
UFC 321: Aspinall vs. Gane,"October 25, 2025",Ikram Aliskerov,JunYong Park,Middleweight,win,U-DEC,3,5:00
UFC 321: Aspinall vs. Gane,"October 25, 2025",Ludovit Klein,Mateusz Rebecki,Lightweight,win,M-DEC,3,5:00
UFC 321: Aspinall vs. Gane,"October 25, 2025",Valter Walker,Louie Sutherland,Heavyweight,win,"SUB

      

        Heel Hook",1,1:24
UFC 321: Aspinall vs. Gane,"October 25, 2025",Nathaniel Wood,Jose Delgado,Featherweight,win,U-DEC,3,5:00
UFC 321: Aspinall vs. Gane,"October 25, 2025",Hamdy Abdelwahab,Chris Barnett,Heavyweight,win,U-DEC,3,5:00
UFC 321: Aspinall vs. Gane,"October 25, 2025",Mitch Raposo,Azat Maksum,Flyweight,win,U-DEC,3,5:00
UFC 321: Aspinall vs. Gane,"October 25, 2025",Mizuki,Jaqueline Amorim,Women's Strawweight,win,U-DEC,3,5:00
UFC Fight Night: De Ridder vs. Allen,"October 18, 2025",Brendan Allen,Reinier de Ridder,Middleweight,win,KO/TKO,4,5:00
UFC Fight Night: De Ridder vs. Allen,"October 18, 2025",Mike Malott,Kevin Holland,Welterweight,win,U-DEC,3,5:00
UFC Fight Night: De Ridder vs. Allen,"October 18, 2025",Aiemann Zahabi,Marlon Vera,Bantamweight,win,S-DEC,3,5:00
UFC Fight Night: De Ridder vs. Allen,"October 18, 2025",Manon Fiorot,Jasmine Jasudavicius,Women's Flyweight,win,"KO/TKO

      

        Punches",1,1:14
UFC Fight Night: De Ridder vs. Allen,"October 18, 2025",Charles Jourdain,Davey Grant,Bantamweight,win,"SUB

      

        Guillotine Choke",1,3:05
UFC Fight Night: De Ridder vs. Allen,"October 18, 2025",Kyle Nelson,Matt Frevola,Lightweight,win,U-DEC,3,5:00
UFC Fight Night: De Ridder vs. Allen,"October 18, 2025",Drew Dober,Kyle Prepolec,Lightweight,win,"KO/TKO

      

        Punches",3,1:16
UFC Fight Night: De Ridder vs. Allen,"October 18, 2025",Aoriqileng,Cody Gibson,Bantamweight,win,"KO/TKO

      

        Punch",1,0:21
UFC Fight Night: De Ridder vs. Allen,"October 18, 2025",Bruno Silva,HyunSung Park,Flyweight,win,"SUB

      

        Rear Naked Choke",3,2:15
UFC Fight Night: De Ridder vs. Allen,"October 18, 2025",Djorden Santos,Danny Barlow,Middleweight,win,U-DEC,3,5:00
UFC Fight Night: De Ridder vs. Allen,"October 18, 2025",Stephanie Luciano,Ravena Oliveira,Women's Strawweight,win,"SUB

      

        Rear Naked Choke",3,2:50
UFC Fight Night: De Ridder vs. Allen,"October 18, 2025",Yousri Belgaroui,Azamat Bekoev,Middleweight,win,"KO/TKO

      

        Punches",3,0:55
UFC Fight Night: De Ridder vs. Allen,"October 18, 2025",Melissa Croden,Tainara Lisboa,Women's Bantamweight,win,"KO/TKO

      

        Punches",3,4:32
UFC Fight Night: Oliveira vs. Gamrot,"October 11, 2025",Charles Oliveira,Mateusz Gamrot,Lightweight,win,"SUB

      

        Rear Naked Choke",2,2:48
UFC Fight Night: Oliveira vs. Gamrot,"October 11, 2025",Deiveson Figueiredo,Montel Jackson,Bantamweight,win,S-DEC,3,5:00
UFC Fight Night: Oliveira vs. Gamrot,"October 11, 2025",Joel Alvarez,Vicente Luque,Welterweight,win,U-DEC,3,5:00
UFC Fight Night: Oliveira vs. Gamrot,"October 11, 2025",Mario Pinto,Jhonata Diniz,Heavyweight,win,"KO/TKO

      

        Punches",2,4:10
UFC Fight Night: Oliveira vs. Gamrot,"October 11, 2025",Kaan Ofli,Ricardo Ramos,Featherweight,win,"SUB

      

        Rear Naked Choke",1,3:02
UFC Fight Night: Oliveira vs. Gamrot,"October 11, 2025",Michael Aswell Jr.,Lucas Almeida,Featherweight,win,"KO/TKO

      

        Punches",1,1:42
UFC Fight Night: Oliveira vs. Gamrot,"October 11, 2025",Jafel Filho,Clayton Carpenter,Flyweight,win,"SUB

      

        Kimura",1,4:42
UFC Fight Night: Oliveira vs. Gamrot,"October 11, 2025",Vitor Petrino,Thomas Petersen,Heavyweight,win,"KO/TKO

      

        Punch",3,0:26
UFC Fight Night: Oliveira vs. Gamrot,"October 11, 2025",Bia Mesquita,Irina Alekseeva,Women's Bantamweight,win,"SUB

      

        Rear Naked Choke",2,2:14
UFC Fight Night: Oliveira vs. Gamrot,"October 11, 2025",Lucas Rocha,Stewart Nicoll,Flyweight,win,U-DEC,3,5:00
UFC Fight Night: Oliveira vs. Gamrot,"October 11, 2025",Julia Polastri,Karolina Kowalkiewicz,Women's Strawweight,win,"KO/TKO

      

        Punches",3,2:56
UFC Fight Night: Oliveira vs. Gamrot,"October 11, 2025",Luan Lacerda,Saimon Oliveira,Bantamweight,win,"SUB

      

        Armbar",2,3:55
UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025",Alex Pereira,Magomed Ankalaev,Light Heavyweight,win,"KO/TKO

      

        Elbows",1,1:20
UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025",Merab Dvalishvili,Cory Sandhagen,Bantamweight,win,U-DEC,5,5:00
UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025",Jiri Prochazka,Khalil Rountree Jr.,Light Heavyweight,win,"KO/TKO

      

        Punches",3,3:04
UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025",Youssef Zalal,Josh Emmett,Featherweight,win,"SUB

      

        Armbar",1,1:38
UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025",Joe Pyfer,Abus Magomedov,Middleweight,win,"SUB

      

        Rear Naked Choke",2,1:46
UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025",Ateba Gautier,Tre'ston Vines,Middleweight,win,"KO/TKO

      

        Punches",1,1:41
UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025",Daniel Santos,JooSang Yoo,Catch Weight,win,"KO/TKO

      

        Punch",2,0:21
UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025",Jakub Wiklacz,Patchy Mix,Bantamweight,win,S-DEC,3,5:00
UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025",Edmen Shahbazyan,Andre Muniz,Middleweight,win,"KO/TKO

      

        Elbows",1,4:58
UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025",Punahele Soriano,Nikolay Veretennikov,Welterweight,win,U-DEC,3,5:00
UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025",Yana Santos,Macy Chiasson,Women's Bantamweight,win,U-DEC,3,5:00
UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025",Farid Basharat,Chris Gutierrez,Bantamweight,win,U-DEC,3,5:00
UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025",Ramiz Brahimaj,Austin Vanderford,Welterweight,win,"SUB

      

        Guillotine Choke",2,2:24
UFC 320: Ankalaev vs. Pereira 2,"October 04, 2025",Veronica Hardy,Brogan Walker,Women's Flyweight,win,U-DEC,3,5:00
UFC Fight Night: Ulberg vs. Reyes,"September 27, 2025",Carlos Ulberg,Dominick Reyes,Light Heavyweight,win,"KO/TKO

      

        Punches",1,4:27
UFC Fight Night: Ulberg vs. Reyes,"September 27, 2025",Jimmy Crute,Ivan Erslan,Light Heavyweight,win,"SUB

      

        Rear Naked Choke",1,3:19
UFC Fight Night: Ulberg vs. Reyes,"September 27, 2025",Jack Jenkins,Ramon Taveras,Featherweight,win,U-DEC,3,5:00
UFC Fight Night: Ulberg vs. Reyes,"September 27, 2025",Neil Magny,Jake Matthews,Welterweight,win,"SUB

      

        D'Arce Choke",3,3:08
UFC Fight Night: Ulberg vs. Reyes,"September 27, 2025",Tom Nolan,Charlie Campbell,Lightweight,win,"SUB

      

        Rear Naked Choke",1,4:08
UFC Fight Night: Ulberg vs. Reyes,"September 27, 2025",Navajo Stirling,Rodolfo Bellato,Light Heavyweight,win,U-DEC,3,5:00
UFC Fight Night: Ulberg vs. Reyes,"September 27, 2025",Cam Rowston,Andre Petroski,Middleweight,win,"KO/TKO

      

        Punches",1,2:41
UFC Fight Night: Ulberg vs. Reyes,"September 27, 2025",Jamie Mullarkey,Rolando Bedoya,Lightweight,win,U-DEC,3,5:00
UFC Fight Night: Ulberg vs. Reyes,"September 27, 2025",Colby Thicknesse,Josias Musasa,Bantamweight,win,U-DEC,3,5:00
UFC Fight Night: Ulberg vs. Reyes,"September 27, 2025",Michelle Montague,Luana Carolina,Women's Bantamweight,win,U-DEC,3,5:00
UFC Fight Night: Ulberg vs. Reyes,"September 27, 2025",Brando Pericic,Elisha Ellison,Heavyweight,win,"KO/TKO

      

        Punches",1,1:55
UFC Fight Night: Ulberg vs. Reyes,"September 27, 2025",Alexia Thainara,Loma Lookboonmee,Women's Strawweight,win,U-DEC,3,5:00
UFC Fight Night: Lopes vs. Silva,"September 13, 2025",Diego Lopes,Jean Silva,Featherweight,win,"KO/TKO

      

        Punches",2,4:48
UFC Fight Night: Lopes vs. Silva,"September 13, 2025",David Martinez,Rob Font,Bantamweight,win,U-DEC,3,5:00
UFC Fight Night: Lopes vs. Silva,"September 13, 2025",Rafa Garcia,Jared Gordon,Lightweight,win,"KO/TKO

      

        Elbows",3,2:27
UFC Fight Night: Lopes vs. Silva,"September 13, 2025",Kelvin Gastelum,Dustin Stoltzfus,Middleweight,win,U-DEC,3,5:00
UFC Fight Night: Lopes vs. Silva,"September 13, 2025",Alexander Hernandez,Diego Ferreira,Lightweight,win,"KO/TKO

      

        Punches",2,3:46
UFC Fight Night: Lopes vs. Silva,"September 13, 2025",Santiago Luna,Quang Le,Bantamweight,win,"KO/TKO

      

        Punch",1,2:48
UFC Fight Night: Lopes vs. Silva,"September 13, 2025",Dusko Todorovic,Jose Daniel Medina,Middleweight,win,"SUB

      

        Rear Naked Choke",1,4:21
UFC Fight Night: Lopes vs. Silva,"September 13, 2025",Joaquim Silva,Claudio Puelles,Lightweight,win,S-DEC,3,5:00
UFC Fight Night: Lopes vs. Silva,"September 13, 2025",Tatiana Suarez,Amanda Lemos,Women's Strawweight,win,U-DEC,3,5:00
UFC Fight Night: Lopes vs. Silva,"September 13, 2025",Jesus Aguilar,Luis Gurule,Flyweight,win,U-DEC,3,5:00
UFC Fight Night: Lopes vs. Silva,"September 13, 2025",Zach Reese,Sedriques Dumas,Middleweight,"nc


nc",CNC,1,0:51
UFC Fight Night: Lopes vs. Silva,"September 13, 2025",Alden Coria,Alessandro Costa,Flyweight,win,"KO/TKO

      

        Punches",3,0:47
UFC Fight Night: Lopes vs. Silva,"September 13, 2025",Montse Rendon,Alice Pereira,Women's Bantamweight,win,S-DEC,3,5:00
UFC Fight Night: Lopes vs. Silva,"September 13, 2025",Daniil Donchenko,Rodrigo Sezinando,Welterweight,win,"KO/TKO

      

        Punches",1,4:27
UFC Fight Night: Imavov vs. Borralho,"September 06, 2025",Nassourdine Imavov,Caio Borralho,Middleweight,win,U-DEC,5,5:00
UFC Fight Night: Imavov vs. Borralho,"September 06, 2025",Benoit Saint Denis,Mauricio Ruffy,Lightweight,win,"SUB

      

        Rear Naked Choke",2,2:56
UFC Fight Night: Imavov vs. Borralho,"September 06, 2025",Modestas Bukauskas,Paul Craig,Light Heavyweight,win,"KO/TKO

      

        Elbow",1,5:00
UFC Fight Night: Imavov vs. Borralho,"September 06, 2025",Mason Jones,Bolaji Oki,Lightweight,win,"KO/TKO

      

        Elbows",2,3:18
UFC Fight Night: Imavov vs. Borralho,"September 06, 2025",Axel Sola,Rhys McKee,Welterweight,win,"KO/TKO

      

        Punch",3,2:02
UFC Fight Night: Imavov vs. Borralho,"September 06, 2025",William Gomis,Robert Ruchala,Featherweight,win,U-DEC,3,5:00
UFC Fight Night: Imavov vs. Borralho,"September 06, 2025",Oumar Sy,Brendson Ribeiro,Light Heavyweight,win,"KO/TKO

      

        Punches",1,4:42
UFC Fight Night: Imavov vs. Borralho,"September 06, 2025",Ante Delija,Marcin Tybura,Heavyweight,win,"KO/TKO

      

        Punches",1,2:03
UFC Fight Night: Imavov vs. Borralho,"September 06, 2025",Kaue Fernandes,Harry Hardwick,Lightweight,win,"KO/TKO

      

        Kick",1,3:21
UFC Fight Night: Imavov vs. Borralho,"September 06, 2025",Sam Patterson,Trey Waters,Welterweight,win,"KO/TKO

      

        Punches",1,3:01
UFC Fight Night: Imavov vs. Borralho,"September 06, 2025",Robert Bryczek,Brad Tavares,Middleweight,win,"KO/TKO

      

        Punches",3,1:43
UFC Fight Night: Imavov vs. Borralho,"September 06, 2025",Rinat Fakhretdinov,Andreas Gustafsson,Welterweight,win,"KO/TKO

      

        Punches",1,0:54
UFC Fight Night: Imavov vs. Borralho,"September 06, 2025",Sam Hughes,Shauna Bannon,Women's Strawweight,win,"SUB

      

        Rear Naked Choke",2,1:58
UFC Fight Night: Walker vs. Zhang,"August 23, 2025",Johnny Walker,Zhang Mingyang,Light Heavyweight,win,"KO/TKO

      

        Punches",2,2:37
UFC Fight Night: Walker vs. Zhang,"August 23, 2025",Aljamain Sterling,Brian Ortega,Catch Weight,win,U-DEC,5,5:00
UFC Fight Night: Walker vs. Zhang,"August 23, 2025",Sergei Pavlovich,Waldo Cortes Acosta,Heavyweight,win,U-DEC,3,5:00
UFC Fight Night: Walker vs. Zhang,"August 23, 2025",Sumudaerji,Kevin Borjas,Flyweight,win,U-DEC,3,5:00
UFC Fight Night: Walker vs. Zhang,"August 23, 2025",Taiyilake Nueraji,Kiefer Crosbie,Welterweight,win,"KO/TKO

      

        Elbows",1,3:33
UFC Fight Night: Walker vs. Zhang,"August 23, 2025",Gauge Young,Maheshate,Lightweight,win,U-DEC,3,5:00
UFC Fight Night: Walker vs. Zhang,"August 23, 2025",Charles Johnson,Lone'er Kavanagh,Flyweight,win,"KO/TKO

      

        Punch",2,4:35
UFC Fight Night: Walker vs. Zhang,"August 23, 2025",Rongzhu,Austin Hubbard,Lightweight,win,U-DEC,3,5:00
UFC Fight Night: Walker vs. Zhang,"August 23, 2025",Kyle Daukaus,Michel Pereira,Middleweight,win,"KO/TKO

      

        Elbows",1,0:43
UFC Fight Night: Walker vs. Zhang,"August 23, 2025",Yizha,Westin Wilson,Featherweight,win,"KO/TKO

      

        Punches",1,0:37
UFC Fight Night: Walker vs. Zhang,"August 23, 2025",SuYoung You,Xiao Long,Bantamweight,win,U-DEC,3,5:00
UFC Fight Night: Walker vs. Zhang,"August 23, 2025",Uran Satybaldiev,Diyar Nurgozhay,Light Heavyweight,win,"SUB

      

        Ezekiel Choke",1,2:45
UFC - Road to UFC 4.6,"August 22, 2025",Bruna Brasil,Shi Ming,Women's Strawweight,win,U-DEC,3,5:00
UFC - Road to UFC 4.6,"August 22, 2025",Nyamjargal Tumendemberel,Terrance Saeteurn,Flyweight,win,"SUB

      

        Anaconda Choke",1,2:53
UFC 319: Du Plessis vs. Chimaev,"August 16, 2025",Khamzat Chimaev,Dricus Du Plessis,Middleweight,win,U-DEC,5,5:00
UFC 319: Du Plessis vs. Chimaev,"August 16, 2025",Lerone Murphy,Aaron Pico,Featherweight,win,"KO/TKO

      

        Spinning Back Elbow",1,3:21
UFC 319: Du Plessis vs. Chimaev,"August 16, 2025",Carlos Prates,Geoff Neal,Welterweight,win,"KO/TKO

      

        Spinning Back Elbow",1,4:59
UFC 319: Du Plessis vs. Chimaev,"August 16, 2025",Michael Page,Jared Cannonier,Middleweight,win,U-DEC,3,5:00
UFC 319: Du Plessis vs. Chimaev,"August 16, 2025",Tim Elliott,Kai Asakura,Flyweight,win,"SUB

      

        Guillotine Choke",2,4:39
UFC 319: Du Plessis vs. Chimaev,"August 16, 2025",Baisangur Susurkaev,Eric Nolan,Middleweight,win,"SUB

      

        Rear Naked Choke",2,2:01
UFC 319: Du Plessis vs. Chimaev,"August 16, 2025",Michal Oleksiejczuk,Gerald Meerschaert,Middleweight,win,"KO/TKO

      

        Punches",1,3:03
UFC 319: Du Plessis vs. Chimaev,"August 16, 2025",Loopy Godinez,Jessica Andrade,Women's Strawweight,win,U-DEC,3,5:00
UFC 319: Du Plessis vs. Chimaev,"August 16, 2025",Alexander Hernandez,Chase Hooper,Lightweight,win,"KO/TKO

      

        Punch",1,4:58
UFC 319: Du Plessis vs. Chimaev,"August 16, 2025",Drakkar Klose,Edson Barboza,Lightweight,win,U-DEC,3,5:00
UFC 319: Du Plessis vs. Chimaev,"August 16, 2025",Karine Silva,Dione Barbosa,Women's Flyweight,win,U-DEC,3,5:00
UFC 319: Du Plessis vs. Chimaev,"August 16, 2025",Joseph Morales,Alibi Idiris,Flyweight,win,"SUB

      

        Triangle Choke",2,3:04
UFC Fight Night: Dolidze vs. Hernandez,"August 09, 2025",Anthony Hernandez,Roman Dolidze,Middleweight,win,"SUB

      

        Rear Naked Choke",4,2:45
UFC Fight Night: Dolidze vs. Hernandez,"August 09, 2025",Steve Erceg,Ode Osbourne,Bantamweight,win,U-DEC,3,5:00
UFC Fight Night: Dolidze vs. Hernandez,"August 09, 2025",Iasmin Lucindo,Angela Hill,Women's Strawweight,win,U-DEC,3,5:00
UFC Fight Night: Dolidze vs. Hernandez,"August 09, 2025",Andre Fili,Christian Rodriguez,Featherweight,win,S-DEC,3,5:00
UFC Fight Night: Dolidze vs. Hernandez,"August 09, 2025",Jean Matsumoto,Miles Johns,Bantamweight,win,S-DEC,3,5:00
UFC Fight Night: Dolidze vs. Hernandez,"August 09, 2025",Christian Leroy Duncan,Eryk Anders,Middleweight,win,"KO/TKO

      

        Punches",1,3:53
UFC Fight Night: Dolidze vs. Hernandez,"August 09, 2025",Julius Walker,Rafael Cerqueira,Light Heavyweight,win,U-DEC,3,5:00
UFC Fight Night: Dolidze vs. Hernandez,"August 09, 2025",Elijah Smith,Toshiomi Kazama,Bantamweight,win,"KO/TKO

      

        Slam",1,4:10
UFC Fight Night: Dolidze vs. Hernandez,"August 09, 2025",Joselyne Edwards,Priscila Cachoeira,Women's Bantamweight,win,"KO/TKO

      

        Punch",1,2:24
UFC Fight Night: Dolidze vs. Hernandez,"August 09, 2025",Uros Medic,Gilbert Urbina,Welterweight,win,"KO/TKO

      

        Punch",1,1:03
UFC Fight Night: Dolidze vs. Hernandez,"August 09, 2025",Gabriella Fernandes,Julija Stoliarenko,Women's Flyweight,win,U-DEC,3,5:00
