event,fighter_1,fighter_2,weight,result,method,round,time
UFC 303: Pereira vs. Prochazka 2,Ian Machado Garry,Michael Page,Welterweight,win,U-DEC,3,5:00
UFC 303: Pereira vs. Prochazka 2,Joe Pyfer,Marc-Andre Barriault,Middleweight,win,"KO/TKO

      

        Punch",1,1:25
UFC 303: Pereira vs. Prochazka 2,Andre Fili,Cub Swanson,Featherweight,win,S-DEC,3,5:00
UFC 303: Pereira vs. Prochazka 2,Jean Silva,Charles Jourdain,Featherweight,win,"KO/TKO

      

        Punch",2,1:22
UFC 303: Pereira vs. Prochazka 2,Payton Talbott,Yanis Ghemmouri,Bantamweight,win,"KO/TKO

      

        Punch",1,0:19
UFC 303: Pereira vs. Prochazka 2,Gillian Robertson,Michelle Waterson-Gomez,Women's Strawweight,win,U-DEC,3,5:00
UFC 303: Pereira vs. Prochazka 2,Martin Buday,Andrei Arlovski,Heavyweight,win,S-DEC,3,5:00
UFC 303: Pereira vs. Prochazka 2,Rei Tsuruya,Carlos Hernandez,Flyweight,win,U-DEC,3,5:00
UFC 303: Pereira vs. Prochazka 2,Vinicius Oliveira,Ricky Simon,Bantamweight,win,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. Aliskerov,Robert Whittaker,Ikram Aliskerov,Middleweight,win,"KO/TKO

      

        Punch",1,1:49
UFC Fight Night: Whittaker vs. Aliskerov,Alexander Volkov,Sergei Pavlovich,Heavyweight,win,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. Aliskerov,Kelvin Gastelum,Daniel Rodriguez,Middleweight,win,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. Aliskerov,Shara Magomedov,Antonio Trocoli,Middleweight,win,"KO/TKO

      

        Punches",3,2:27
UFC Fight Night: Whittaker vs. Aliskerov,Volkan Oezdemir,Johnny Walker,Light Heavyweight,win,"KO/TKO

      

        Punch",1,2:28
UFC Fight Night: Whittaker vs. Aliskerov,Nasrat Haqparast,Jared Gordon,Lightweight,win,S-DEC,3,5:00
UFC Fight Night: Whittaker vs. Aliskerov,Felipe Lima,Muhammad Naimov,Featherweight,win,"SUB

      

        Rear Naked Choke",3,1:15
UFC Fight Night: Whittaker vs. Aliskerov,Rinat Fakhretdinov,Nicolas Dalby,Welterweight,win,S-DEC,3,5:00
UFC Fight Night: Whittaker vs. Aliskerov,Muin Gafurov,Kyung Ho Kang,Bantamweight,win,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. Aliskerov,Magomed Gadzhiyasulov,Brendson Ribeiro,Light Heavyweight,win,M-DEC,3,5:00
UFC Fight Night: Whittaker vs. Aliskerov,ChangHo Lee,Xiao Long,Bantamweight,win,S-DEC,3,5:00
UFC Fight Night: Perez vs. Taira,Tatsuro Taira,Alex Perez,Flyweight,win,KO/TKO,2,2:59
UFC Fight Night: Perez vs. Taira,Miles Johns,Douglas Silva de Andrade,Bantamweight,win,U-DEC,3,5:00
UFC Fight Night: Perez vs. Taira,Lucas Almeida,Timmy Cuamba,Featherweight,win,U-DEC,3,5:00
UFC Fight Night: Perez vs. Taira,Brady Hiestand,Garrett Armfield,Bantamweight,win,"SUB

      

        Rear Naked Choke",3,1:52
UFC Fight Night: Perez vs. Taira,Asu Almabayev,Jose Johnson,Flyweight,win,U-DEC,3,5:00
UFC Fight Night: Perez vs. Taira,Adam Fugitt,Josh Quinlan,Welterweight,win,S-DEC,3,5:00
UFC Fight Night: Perez vs. Taira,Nate Maness,Jimmy Flick,Flyweight,win,U-DEC,3,5:00
UFC Fight Night: Perez vs. Taira,Gabriella Fernandes,Carli Judice,Women's Flyweight,win,S-DEC,3,5:00
UFC Fight Night: Perez vs. Taira,Westin Wilson,Jeka Saragih,Featherweight,win,"SUB

      

        Triangle Armbar",1,1:49
UFC Fight Night: Perez vs. Taira,Melquizael Costa,Shayilan Nuerdanbieke,Featherweight,win,"SUB

      

        Rear Naked Choke",3,1:50
UFC Fight Night: Perez vs. Taira,Josefine Knutsson,Julia Polastri,Women's Strawweight,win,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,Nassourdine Imavov,Jared Cannonier,Middleweight,win,"KO/TKO

      

        Punches",4,1:34
UFC Fight Night: Cannonier vs. Imavov,Dominick Reyes,Dustin Jacoby,Light Heavyweight,win,"KO/TKO

      

        Punches",1,2:00
UFC Fight Night: Cannonier vs. Imavov,Raul Rosas Jr.,Ricky Turcios,Bantamweight,win,"SUB

      

        Rear Naked Choke",2,2:22
UFC Fight Night: Cannonier vs. Imavov,Brunno Ferreira,Dustin Stoltzfus,Middleweight,win,"KO/TKO

      

        Spinning Back Elbow",1,4:51
UFC Fight Night: Cannonier vs. Imavov,Zachary Reese,Julian Marquez,Middleweight,win,"KO/TKO

      

        Punch",1,0:20
UFC Fight Night: Cannonier vs. Imavov,Punahele Soriano,Miguel Baeza,Welterweight,win,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,Ludovit Klein,Thiago Moises,Lightweight,win,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,Carlos Prates,Charles Radtke,Welterweight,win,"KO/TKO

      

        Knee",1,4:47
UFC Fight Night: Cannonier vs. Imavov,Brad Katona,Jesse Butler,Bantamweight,win,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,Montana De La Rosa,Andrea Lee,Women's Flyweight,win,S-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,Daniel Marcos,John Castaneda,Bantamweight,win,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,Denise Gomes,Eduarda Moura,Women's Strawweight,win,S-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,Taylor Lapilus,Cody Stamann,Bantamweight,win,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Imavov,Puja Tomar,Rayanne dos Santos,Women's Strawweight,win,S-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,Islam Makhachev,Dustin Poirier,Lightweight,win,"SUB

      

        D'Arce Choke",5,2:42
UFC 302: Makhachev vs. Poirier,Sean Strickland,Paulo Costa,Middleweight,win,S-DEC,5,5:00
UFC 302: Makhachev vs. Poirier,Kevin Holland,Michal Oleksiejczuk,Middleweight,win,"SUB

      

        Armbar",1,1:34
UFC 302: Makhachev vs. Poirier,Niko Price,Alex Morono,Welterweight,win,U-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,Randy Brown,Elizeu Zaleski dos Santos,Welterweight,win,U-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,Roman Kopylov,Cesar Almeida,Middleweight,win,S-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,Jailton Almeida,Alexandr Romanov,Heavyweight,win,"SUB

      

        Rear Naked Choke",1,2:27
UFC 302: Makhachev vs. Poirier,Grant Dawson,Joe Solecki,Lightweight,win,U-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,Jake Matthews,Phil Rowe,Welterweight,win,U-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,Bassil Hafez,Mickey Gall,Welterweight,win,U-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,Ailin Perez,Joselyne Edwards,Women's Bantamweight,win,U-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,Andre Lima,Mitch Raposo,Flyweight,win,S-DEC,3,5:00
UFC Fight Night: Barboza vs. Murphy,Lerone Murphy,Edson Barboza,Featherweight,win,U-DEC,5,5:00
UFC Fight Night: Barboza vs. Murphy,Khaos Williams,Carlston Harris,Welterweight,win,"KO/TKO

      

        Punch",1,1:30
UFC Fight Night: Barboza vs. Murphy,Themba Gorimbo,Ramiz Brahimaj,Welterweight,win,U-DEC,3,5:00
UFC Fight Night: Barboza vs. Murphy,Adrian Yanez,Vinicius Salvador,Bantamweight,win,"KO/TKO

      

        Punches",1,2:47
UFC Fight Night: Barboza vs. Murphy,Angela Hill,Luana Pinheiro,Women's Strawweight,win,"SUB

      

        Guillotine Choke",2,4:12
UFC Fight Night: Barboza vs. Murphy,Tom Nolan,Victor Martinez,Lightweight,win,"KO/TKO

      

        Knee",1,3:50
UFC Fight Night: Barboza vs. Murphy,Oumar Sy,Tuco Tokkos,Light Heavyweight,win,"SUB

      

        Rear Naked Choke",1,3:43
UFC Fight Night: Barboza vs. Murphy,Melissa Gatto,Tamires Vidal,Women's Bantamweight,win,"KO/TKO

      

        Punch",3,0:37
UFC Fight Night: Barboza vs. Murphy,Abus Magomedov,Warlley Alves,Middleweight,win,U-DEC,3,5:00
UFC Fight Night: Barboza vs. Murphy,Ariane Carnelossi,Piera Rodriguez,Women's Strawweight,win,DQ,2,3:16
UFC Fight Night: Barboza vs. Murphy,Alatengheili,Kleydson Rodrigues,Bantamweight,win,U-DEC,3,5:00
UFC Fight Night: Barboza vs. Murphy,Vanessa Demopoulos,Emily Ducote,Women's Strawweight,win,S-DEC,3,5:00
UFC Fight Night: Lewis vs. Nascimento,Derrick Lewis,Rodrigo Nascimento,Heavyweight,win,"KO/TKO

      

        Punch",3,0:49
UFC Fight Night: Lewis vs. Nascimento,Joaquin Buckley,Nursulton Ruziboev,Welterweight,win,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Nascimento,Carlos Ulberg,Alonzo Menifield,Light Heavyweight,win,"KO/TKO

      

        Punches",1,0:12
UFC Fight Night: Lewis vs. Nascimento,Diego Ferreira,Mateusz Rebecki,Lightweight,win,"KO/TKO

      

        Punches",3,4:51
UFC Fight Night: Lewis vs. Nascimento,Sean Woodson,Alex Caceres,Featherweight,win,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Nascimento,Waldo Cortes-Acosta,Robelis Despaigne,Heavyweight,win,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Nascimento,Chase Hooper,Viacheslav Borshchev,Lightweight,win,"SUB

      

        D'Arce Choke",2,3:00
UFC Fight Night: Lewis vs. Nascimento,Esteban Ribovics,Terrance McKinney,Lightweight,win,"KO/TKO

      

        Kick",1,0:37
UFC Fight Night: Lewis vs. Nascimento,Tabatha Ricci,Tecia Pennington,Women's Strawweight,win,S-DEC,3,5:00
UFC Fight Night: Lewis vs. Nascimento,Trey Waters,Billy Ray Goff,Welterweight,win,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Nascimento,Charles Johnson,Jake Hadley,Flyweight,win,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Nascimento,Veronica Hardy,JJ Aldrich,Women's Flyweight,win,U-DEC,3,5:00
UFC 301: Pantoja vs. Erceg,Alexandre Pantoja,Steve Erceg,Flyweight,win,U-DEC,5,5:00
UFC 301: Pantoja vs. Erceg,Jose Aldo,Jonathan Martinez,Bantamweight,win,U-DEC,3,5:00
UFC 301: Pantoja vs. Erceg,Anthony Smith,Vitor Petrino,Light Heavyweight,win,"SUB

      

        Guillotine Choke",1,2:00
UFC 301: Pantoja vs. Erceg,Michel Pereira,Ihor Potieria,Middleweight,win,"SUB

      

        Guillotine Choke",1,0:54
UFC 301: Pantoja vs. Erceg,Caio Borralho,Paul Craig,Middleweight,win,"KO/TKO

      

        Punches",2,2:10
UFC 301: Pantoja vs. Erceg,Joanderson Brito,Jack Shore,Featherweight,win,KO/TKO,2,3:35
UFC 301: Pantoja vs. Erceg,Iasmin Lucindo,Karolina Kowalkiewicz,Women's Strawweight,win,U-DEC,3,5:00
UFC 301: Pantoja vs. Erceg,Myktybek Orolbai,Elves Brener,Lightweight,win,U-DEC,3,5:00
UFC 301: Pantoja vs. Erceg,Drakkar Klose,Joaquim Silva,Lightweight,win,U-DEC,3,5:00
UFC 301: Pantoja vs. Erceg,Mauricio Ruffy,Jamie Mullarkey,Lightweight,win,"KO/TKO

      

        Punches",1,4:42
UFC 301: Pantoja vs. Erceg,Dione Barbosa,Ernesta Kareckaite,Women's Flyweight,win,U-DEC,3,5:00
UFC 301: Pantoja vs. Erceg,Ismael Bonfim,Vinc Pichel,Lightweight,win,U-DEC,3,5:00
UFC 301: Pantoja vs. Erceg,Alessandro Costa,Kevin Borjas,Flyweight,win,"KO/TKO

      

        Punches",2,1:35
UFC Fight Night: Nicolau vs. Perez,Alex Perez,Matheus Nicolau,Flyweight,win,"KO/TKO

      

        Punch",2,2:16
UFC Fight Night: Nicolau vs. Perez,Bogdan Guskov,Ryan Spann,Light Heavyweight,win,"KO/TKO

      

        Punches",2,3:16
UFC Fight Night: Nicolau vs. Perez,Karine Silva,Ariane da Silva,Women's Flyweight,win,U-DEC,3,5:00
UFC Fight Night: Nicolau vs. Perez,Jhonata Diniz,Austen Lane,Heavyweight,win,"KO/TKO

      

        Punch",2,2:12
UFC Fight Night: Nicolau vs. Perez,David Onama,Jonathan Pearce,Featherweight,win,U-DEC,3,5:00
UFC Fight Night: Nicolau vs. Perez,Uros Medic,Tim Means,Welterweight,win,"KO/TKO

      

        Punch",1,2:09
UFC Fight Night: Nicolau vs. Perez,Victor Henry,Rani Yahya,Bantamweight,win,"KO/TKO

      

        Punches",3,2:36
UFC Fight Night: Nicolau vs. Perez,Austin Hubbard,Michal Figlak,Lightweight,win,U-DEC,3,5:00
UFC Fight Night: Nicolau vs. Perez,Don'Tale Mayes,Caio Machado,Heavyweight,win,U-DEC,3,5:00
UFC Fight Night: Nicolau vs. Perez,Ketlen Souza,Marnic Mann,Women's Strawweight,win,U-DEC,3,5:00
UFC Fight Night: Nicolau vs. Perez,Chris Padilla,James Llontop,Lightweight,win,"SUB

      

        Rear Naked Choke",1,4:33
UFC Fight Night: Nicolau vs. Perez,Ivana Petrovic,Liang Na,Women's Flyweight,win,"SUB

      

        Arm Triangle",3,1:29
UFC Fight Night: Nicolau vs. Perez,Maheshate,Gabriel Benitez,Lightweight,win,S-DEC,3,5:00
UFC 300: Pereira vs. Hill,Alex Pereira,Jamahal Hill,Light Heavyweight,win,"KO/TKO

      

        Punch",1,3:14
UFC 300: Pereira vs. Hill,Zhang Weili,Yan Xiaonan,Women's Strawweight,win,U-DEC,5,5:00
UFC 300: Pereira vs. Hill,Max Holloway,Justin Gaethje,Lightweight,win,"KO/TKO

      

        Punch",5,4:59
UFC 300: Pereira vs. Hill,Arman Tsarukyan,Charles Oliveira,Lightweight,win,S-DEC,3,5:00
UFC 300: Pereira vs. Hill,Bo Nickal,Cody Brundage,Middleweight,win,"SUB

      

        Rear Naked Choke",2,3:38
UFC 300: Pereira vs. Hill,Jiri Prochazka,Aleksandar Rakic,Light Heavyweight,win,"KO/TKO

      

        Punches",2,3:17
UFC 300: Pereira vs. Hill,Aljamain Sterling,Calvin Kattar,Featherweight,win,U-DEC,3,5:00
UFC 300: Pereira vs. Hill,Kayla Harrison,Holly Holm,Women's Bantamweight,win,"SUB

      

        Rear Naked Choke",2,1:47
UFC 300: Pereira vs. Hill,Diego Lopes,Sodiq Yusuff,Featherweight,win,"KO/TKO

      

        Punches",1,1:29
UFC 300: Pereira vs. Hill,Renato Moicano,Jalin Turner,Lightweight,win,"KO/TKO

      

        Punches",2,4:11
UFC 300: Pereira vs. Hill,Jessica Andrade,Marina Rodriguez,Women's Strawweight,win,S-DEC,3,5:00
UFC 300: Pereira vs. Hill,King Green,Jim Miller,Lightweight,win,U-DEC,3,5:00
UFC 300: Pereira vs. Hill,Deiveson Figueiredo,Cody Garbrandt,Bantamweight,win,"SUB

      

        Rear Naked Choke",2,4:02
UFC Fight Night: Allen vs. Curtis 2,Brendan Allen,Chris Curtis,Middleweight,win,S-DEC,5,5:00
UFC Fight Night: Allen vs. Curtis 2,Damon Jackson,Alexander Hernandez,Featherweight,win,S-DEC,3,5:00
UFC Fight Night: Allen vs. Curtis 2,Chepe Mariscal,Morgan Charriere,Featherweight,win,S-DEC,3,5:00
UFC Fight Night: Allen vs. Curtis 2,Ignacio Bahamondes,Christos Giagos,Lightweight,win,"KO/TKO

      

        Kick",1,3:34
UFC Fight Night: Allen vs. Curtis 2,Charlie Campbell,Trevor Peek,Lightweight,win,U-DEC,3,5:00
UFC Fight Night: Allen vs. Curtis 2,Alex Morono,Court McGee,Welterweight,win,U-DEC,3,5:00
UFC Fight Night: Allen vs. Curtis 2,Lukasz Brzeski,Valter Walker,Heavyweight,win,U-DEC,3,5:00
UFC Fight Night: Allen vs. Curtis 2,Norma Dumont,Germaine de Randamie,Women's Bantamweight,win,U-DEC,3,5:00
UFC Fight Night: Allen vs. Curtis 2,Victor Hugo,Pedro Falcao,Bantamweight,win,U-DEC,3,5:00
UFC Fight Night: Allen vs. Curtis 2,Jean Matsumoto,Dan Argueta,Bantamweight,win,"SUB

      

        Guillotine Choke",2,4:59
UFC Fight Night: Allen vs. Curtis 2,Cesar Almeida,Dylan Budka,Middleweight,win,"KO/TKO

      

        Elbows",2,2:13
UFC Fight Night: Allen vs. Curtis 2,Nora Cornolle,Melissa Mullins,Women's Bantamweight,win,"KO/TKO

      

        Knee",2,3:06
UFC Fight Night: Blanchfield vs. Fiorot,Manon Fiorot,Erin Blanchfield,Women's Flyweight,win,U-DEC,5,5:00
UFC Fight Night: Blanchfield vs. Fiorot,Joaquin Buckley,Vicente Luque,Welterweight,win,"KO/TKO

      

        Punches",2,3:17
UFC Fight Night: Blanchfield vs. Fiorot,Chris Weidman,Bruno Silva,Middleweight,win,U-DEC,3,2:18
UFC Fight Night: Blanchfield vs. Fiorot,Nursulton Ruziboev,Sedriques Dumas,Middleweight,win,"KO/TKO

      

        Punch",1,3:18
UFC Fight Night: Blanchfield vs. Fiorot,Kyle Nelson,Bill Algeo,Featherweight,win,"KO/TKO

      

        Punches",1,4:00
UFC Fight Night: Blanchfield vs. Fiorot,Chidi Njokuani,Rhys McKee,Welterweight,win,S-DEC,3,5:00
UFC Fight Night: Blanchfield vs. Fiorot,Nate Landwehr,Jamall Emmers,Featherweight,win,"KO/TKO

      

        Punch",1,4:43
UFC Fight Night: Blanchfield vs. Fiorot,Virna Jandiroba,Loopy Godinez,Women's Strawweight,win,U-DEC,3,5:00
UFC Fight Night: Blanchfield vs. Fiorot,Julio Arce,Herbert Burns,Featherweight,win,"KO/TKO

      

        Punch",2,2:00
UFC Fight Night: Blanchfield vs. Fiorot,Dennis Buzukja,Connor Matthews,Featherweight,win,"KO/TKO

      

        Punch",3,0:22
UFC Fight Night: Blanchfield vs. Fiorot,Ibo Aslan,Anton Turkalj,Light Heavyweight,win,"KO/TKO

      

        Punch",3,1:32
UFC Fight Night: Blanchfield vs. Fiorot,Jacob Malkoun,Andre Petroski,Middleweight,win,"KO/TKO

      

        Kick",2,0:39
UFC Fight Night: Blanchfield vs. Fiorot,Caolan Loughran,Angel Pacheco,Bantamweight,win,U-DEC,3,5:00
UFC Fight Night: Ribas vs. Namajunas,Rose Namajunas,Amanda Ribas,Women's Flyweight,win,U-DEC,5,5:00
UFC Fight Night: Ribas vs. Namajunas,Karl Williams,Justin Tafa,Heavyweight,win,U-DEC,3,5:00
UFC Fight Night: Ribas vs. Namajunas,Edmen Shahbazyan,AJ Dobson,Middleweight,win,"KO/TKO

      

        Punches",1,4:33
UFC Fight Night: Ribas vs. Namajunas,Payton Talbott,Cameron Saaiman,Bantamweight,win,"KO/TKO

      

        Punches",2,0:21
UFC Fight Night: Ribas vs. Namajunas,Youssef Zalal,Billy Quarantillo,Featherweight,win,"SUB

      

        Rear Naked Choke",2,1:50
UFC Fight Night: Ribas vs. Namajunas,Fernando Padilla,Luis Pajuelo,Featherweight,win,"SUB

      

        D'Arce Choke",1,2:45
UFC Fight Night: Ribas vs. Namajunas,Trey Ogden,Kurt Holobaugh,Lightweight,win,U-DEC,3,5:00
UFC Fight Night: Ribas vs. Namajunas,Julian Erosa,Ricardo Ramos,Featherweight,win,"SUB

      

        Guillotine Choke",1,2:15
UFC Fight Night: Ribas vs. Namajunas,Miles Johns,Cody Gibson,Bantamweight,win,U-DEC,3,5:00
UFC Fight Night: Ribas vs. Namajunas,Jarno Errens,Steven Nguyen,Featherweight,win,U-DEC,3,5:00
UFC Fight Night: Ribas vs. Namajunas,Daria Zhelezniakova,Montserrat Rendon,Women's Bantamweight,win,U-DEC,3,5:00
UFC Fight Night: Ribas vs. Namajunas,Andre Lima,Igor Severino,Flyweight,win,DQ,2,2:52
UFC Fight Night: Ribas vs. Namajunas,Mick Parkin,Mohammed Usman,Heavyweight,win,U-DEC,3,5:00
UFC Fight Night: Tuivasa vs. Tybura,Marcin Tybura,Tai Tuivasa,Heavyweight,win,"SUB

      

        Rear Naked Choke",1,4:08
UFC Fight Night: Tuivasa vs. Tybura,Bryan Battle,Ange Loosa,Welterweight,"nc


nc",CNC,2,1:00
UFC Fight Night: Tuivasa vs. Tybura,Ovince Saint Preux,Kennedy Nzechukwu,Light Heavyweight,win,S-DEC,3,5:00
UFC Fight Night: Tuivasa vs. Tybura,Christian Rodriguez,Isaac Dulgarian,Featherweight,win,S-DEC,3,5:00
UFC Fight Night: Tuivasa vs. Tybura,Macy Chiasson,Pannie Kianzad,Women's Bantamweight,win,"SUB

      

        Rear Naked Choke",1,3:54
UFC Fight Night: Tuivasa vs. Tybura,Gerald Meerschaert,Bryan Barberena,Middleweight,win,"SUB

      

        Rear Naked Choke",2,4:23
UFC Fight Night: Tuivasa vs. Tybura,Mike Davis,Natan Levy,Lightweight,win,"SUB

      

        Arm Triangle",2,1:43
UFC Fight Night: Tuivasa vs. Tybura,Chelsea Chandler,Josiane Nunes,Women's Bantamweight,win,U-DEC,3,5:00
UFC Fight Night: Tuivasa vs. Tybura,Jafel Filho,Ode Osbourne,Flyweight,win,"SUB

      

        Rear Naked Choke",1,4:27
UFC Fight Night: Tuivasa vs. Tybura,Danny Silva,Josh Culibao,Featherweight,win,S-DEC,3,5:00
UFC Fight Night: Tuivasa vs. Tybura,Jaqueline Amorim,Cory McKenna,Women's Strawweight,win,"SUB

      

        Armbar",1,1:38
UFC Fight Night: Tuivasa vs. Tybura,Thiago Moises,Mitch Ramirez,Lightweight,win,"KO/TKO

      

        Kick",3,0:15
UFC Fight Night: Tuivasa vs. Tybura,Chad Anheliger,Charalampos Grigoriou,Bantamweight,win,U-DEC,3,5:00
UFC 299: O'Malley vs. Vera 2,Sean O'Malley,Marlon Vera,Bantamweight,win,U-DEC,5,5:00
UFC 299: O'Malley vs. Vera 2,Dustin Poirier,Benoit Saint Denis,Lightweight,win,"KO/TKO

      

        Punch",2,2:32
UFC 299: O'Malley vs. Vera 2,Michael Page,Kevin Holland,Welterweight,win,U-DEC,3,5:00
UFC 299: O'Malley vs. Vera 2,Jack Della Maddalena,Gilbert Burns,Welterweight,win,"KO/TKO

      

        Elbows",3,3:43
UFC 299: O'Malley vs. Vera 2,Petr Yan,Song Yadong,Bantamweight,win,U-DEC,3,5:00
UFC 299: O'Malley vs. Vera 2,Curtis Blaydes,Jailton Almeida,Heavyweight,win,"KO/TKO

      

        Punches",2,0:36
UFC 299: O'Malley vs. Vera 2,Maycee Barber,Katlyn Cerminara,Women's Flyweight,win,U-DEC,3,5:00
UFC 299: O'Malley vs. Vera 2,Mateusz Gamrot,Rafael Dos Anjos,Lightweight,win,U-DEC,3,5:00
UFC 299: O'Malley vs. Vera 2,Kyler Phillips,Pedro Munhoz,Bantamweight,win,U-DEC,3,5:00
UFC 299: O'Malley vs. Vera 2,Philipe Lins,Ion Cutelaba,Light Heavyweight,win,U-DEC,3,5:00
UFC 299: O'Malley vs. Vera 2,Michel Pereira,Michal Oleksiejczuk,Middleweight,win,"SUB

      

        Rear Naked Choke",1,1:01
UFC 299: O'Malley vs. Vera 2,Robelis Despaigne,Josh Parisian,Heavyweight,win,"KO/TKO

      

        Punch",1,0:18
UFC 299: O'Malley vs. Vera 2,Asu Almabayev,CJ Vergara,Flyweight,win,U-DEC,3,5:00
UFC 299: O'Malley vs. Vera 2,Joanne Wood,Maryna Moroz,Women's Flyweight,win,S-DEC,3,5:00
UFC Fight Night: Rozenstruik vs. Gaziev,Jairzinho Rozenstruik,Shamil Gaziev,Heavyweight,win,KO/TKO,4,5:00
UFC Fight Night: Rozenstruik vs. Gaziev,Vitor Petrino,Tyson Pedro,Light Heavyweight,win,U-DEC,3,5:00
UFC Fight Night: Rozenstruik vs. Gaziev,Muhammad Mokaev,Alex Perez,Flyweight,win,U-DEC,3,5:00
UFC Fight Night: Rozenstruik vs. Gaziev,Umar Nurmagomedov,Bekzat Almakhan,Bantamweight,win,U-DEC,3,5:00
UFC Fight Night: Rozenstruik vs. Gaziev,Steve Erceg,Matt Schnell,Flyweight,win,"KO/TKO

      

        Punch",2,0:26
UFC Fight Night: Rozenstruik vs. Gaziev,Eryk Anders,Jamie Pickett,Middleweight,win,U-DEC,3,5:00
UFC Fight Night: Rozenstruik vs. Gaziev,Vinicius Oliveira,Benardo Sopaj,Bantamweight,win,"KO/TKO

      

        Flying Knee",3,4:41
UFC Fight Night: Rozenstruik vs. Gaziev,Aiemann Zahabi,Javid Basharat,Bantamweight,win,U-DEC,3,5:00
UFC Fight Night: Rozenstruik vs. Gaziev,Christian Leroy Duncan,Claudio Ribeiro,Middleweight,win,"KO/TKO

      

        Punches",2,1:57
UFC Fight Night: Rozenstruik vs. Gaziev,Ludovit Klein,AJ Cunningham,Lightweight,win,"KO/TKO

      

        Kick",1,4:36
UFC Fight Night: Rozenstruik vs. Gaziev,Loik Radzhabov,Abdul-Kareem Al-Selwady,Lightweight,win,"KO/TKO

      

        Punch",3,0:49
UFC Fight Night: Moreno vs. Royval 2,Brandon Royval,Brandon Moreno,Flyweight,win,S-DEC,5,5:00
UFC Fight Night: Moreno vs. Royval 2,Brian Ortega,Yair Rodriguez,Featherweight,win,"SUB

      

        Arm Triangle",3,0:58
UFC Fight Night: Moreno vs. Royval 2,Daniel Zellhuber,Francisco Prado,Lightweight,win,U-DEC,3,5:00
UFC Fight Night: Moreno vs. Royval 2,Yazmin Jauregui,Sam Hughes,Women's Strawweight,win,U-DEC,3,5:00
UFC Fight Night: Moreno vs. Royval 2,Manuel Torres,Chris Duncan,Lightweight,win,"SUB

      

        Rear Naked Choke",1,1:46
